attendance_pct,internal1_marks,internal2_marks,assignment_avg,cgpa,study_hours,backlogs,performance_score,performance_label,attendance_risk,placement_score
72.7,22.6,19.7,6.3,7.14,5.9,2,67.6,good,1,71.3
96.5,24.7,21.5,9.7,5.36,4.6,3,66.9,good,0,66.8
63.2,12.6,10.9,8.2,8.0,7.9,1,61.4,good,1,71.3
97.7,24.3,12.5,6.6,4.48,5.3,2,62.0,good,0,62.7
94.3,28.2,21.2,6.3,6.65,3.6,2,72.8,good,0,71.7
51.7,13.6,16.9,6.0,4.98,6.4,2,49.7,average,1,55.4
44.2,14.8,24.6,8.5,5.11,2.2,0,52.1,average,1,51.5
46.0,29.4,23.0,6.1,5.21,3.7,4,54.3,average,1,55.4
41.1,13.6,26.9,8.0,6.32,3.4,2,53.1,average,1,56.4
45.7,27.1,23.8,6.3,4.31,4.0,3,53.0,average,1,52.8
81.0,19.8,18.6,8.3,6.39,6.5,1,67.9,good,0,70.7
44.3,14.9,23.5,9.1,7.07,4.4,3,54.2,average,1,60.2
59.1,27.4,15.5,8.9,6.9,6.6,0,68.8,good,1,71.1
90.7,18.9,16.1,8.8,6.3,5.0,0,68.2,good,0,69.4
41.4,20.3,25.8,5.9,9.03,3.4,3,62.6,good,1,68.1
88.9,17.2,18.9,5.4,4.87,6.7,4,58.3,average,0,62.9
56.9,21.9,26.0,8.5,7.03,2.7,0,66.6,good,1,65.5
47.1,13.3,26.4,6.8,4.37,2.6,0,51.3,average,1,50.0
81.8,17.8,27.2,7.2,4.43,4.5,3,59.6,average,0,59.5
77.7,29.4,28.3,5.2,7.44,2.8,0,78.9,good,0,74.8
92.6,15.2,18.6,6.3,7.4,1.1,4,58.4,average,0,62.4
84.1,23.1,16.4,5.2,9.27,5.5,4,70.8,good,0,78.4
88.2,16.5,21.6,9.4,7.35,4.6,4,64.1,good,0,69.4
56.9,25.5,17.4,6.2,9.76,4.1,1,71.7,good,1,76.4
50.6,12.6,22.0,7.8,4.29,7.8,4,47.5,average,1,54.4
85.0,29.4,24.1,5.2,4.59,5.0,4,64.5,good,0,63.6
88.4,19.1,23.8,8.3,4.26,7.0,1,66.7,good,0,66.1
99.4,14.7,17.5,6.6,5.11,2.0,2,57.5,average,0,57.8
64.8,11.5,13.3,9.5,7.25,5.0,0,58.7,average,1,64.6
62.3,13.4,18.6,9.4,7.87,7.1,4,58.7,average,1,68.9
86.6,20.4,12.9,6.6,4.27,5.1,0,60.3,good,0,60.1
60.4,16.7,27.8,9.5,9.68,6.0,3,71.6,good,1,78.9
95.8,26.6,16.9,10.0,9.05,3.6,0,81.0,excellent,0,81.6
91.5,18.6,13.1,9.1,5.78,1.6,1,58.7,average,0,59.0
65.7,15.0,10.5,9.2,4.46,4.2,0,49.9,average,1,52.4
85.1,22.3,22.9,6.2,5.02,3.8,0,67.5,good,0,64.3
85.3,24.1,22.7,7.9,4.76,7.1,0,71.8,good,0,70.0
46.2,13.3,16.8,5.3,4.74,2.7,2,42.7,average,1,46.3
94.2,13.4,11.4,5.5,7.11,7.8,2,65.1,good,0,73.2
70.3,10.7,18.2,10.0,5.48,7.7,3,54.5,average,1,62.1
89.6,24.7,16.2,6.6,6.15,2.7,1,66.1,good,0,65.2
59.2,23.3,23.5,8.7,9.94,3.4,0,76.2,good,1,78.6
93.7,19.5,22.1,9.0,8.11,7.3,0,81.1,excellent,0,83.7
63.4,26.9,17.3,9.3,9.69,7.8,0,80.5,excellent,1,85.8
40.7,26.1,14.4,10.0,4.86,4.1,0,53.5,average,1,53.8
94.3,21.7,29.8,6.2,6.29,3.2,2,72.5,good,0,70.2
45.5,27.4,19.1,5.2,7.33,4.7,3,60.4,good,1,64.7
59.2,14.1,23.8,7.1,4.46,5.8,4,49.5,average,1,54.2
97.0,12.2,12.8,5.7,4.03,2.9,1,52.5,average,0,53.3
97.0,15.4,19.7,5.1,8.02,6.2,0,76.5,good,0,79.8
74.4,11.1,10.6,6.8,7.85,1.4,3,50.6,average,1,58.1
77.9,20.6,20.1,8.9,6.46,1.3,4,56.2,average,0,58.4
66.9,28.7,29.3,7.8,6.94,3.7,3,70.0,good,1,69.4
57.6,10.8,17.7,6.6,6.49,3.5,2,50.9,average,1,56.5
59.7,12.4,10.8,8.3,4.14,3.2,4,36.9,poor,1,43.2
80.4,19.0,10.6,6.2,6.01,4.4,3,54.9,average,0,60.2
85.1,28.7,17.8,5.1,5.06,3.2,2,63.6,good,0,61.8
87.5,16.3,13.2,8.8,4.59,2.3,3,49.7,average,0,52.0
87.4,20.1,10.5,8.1,9.74,3.2,3,66.9,good,0,74.6
45.5,10.8,25.1,8.8,7.6,7.8,4,56.9,average,1,67.1
69.7,13.0,19.2,5.2,8.37,3.9,2,62.2,good,1,68.5
43.5,29.7,15.8,9.2,5.89,4.1,0,60.2,good,1,60.1
73.0,29.3,28.0,8.1,6.36,5.0,1,75.0,good,1,72.5
66.5,10.1,12.3,7.8,5.42,7.9,4,47.8,average,1,58.3
93.3,29.0,29.1,8.1,4.58,2.7,2,70.3,good,0,64.4
61.1,22.8,16.3,9.3,5.07,5.8,3,54.5,average,1,58.4
47.0,27.4,27.8,7.9,8.79,6.0,2,73.8,good,1,77.2
48.6,19.1,22.1,7.9,8.07,5.3,1,65.0,good,1,69.7
85.7,20.3,26.5,10.0,7.28,1.6,1,70.6,good,0,68.9
77.1,19.8,29.7,8.8,6.85,5.7,0,75.8,good,0,75.0
46.1,23.3,15.8,7.2,9.53,1.4,0,64.7,good,1,68.0
45.0,12.8,29.2,8.5,4.44,5.2,1,53.6,average,1,54.5
82.1,10.6,17.8,6.9,5.68,6.2,4,53.9,average,0,61.2
44.4,16.2,17.7,6.1,6.1,2.5,4,44.3,average,1,50.3
89.3,24.1,16.8,8.0,8.69,6.9,3,74.9,good,0,81.2
82.4,14.0,20.8,9.6,9.96,1.2,0,72.3,good,0,75.2
44.9,23.5,13.1,9.6,5.44,6.9,3,51.5,average,1,57.9
45.1,29.4,21.1,6.7,9.25,4.2,0,73.7,good,1,75.7
99.2,11.9,20.8,7.6,8.98,2.5,1,71.9,good,0,75.3
62.5,23.5,25.2,6.1,5.35,1.9,4,54.5,average,1,54.7
62.2,18.9,26.7,10.0,6.4,7.7,4,63.0,good,1,68.7
88.8,27.4,18.8,9.9,6.46,1.5,1,68.4,good,0,65.8
96.8,13.5,16.0,8.2,9.87,2.4,3,68.0,good,0,75.2
99.2,23.9,15.2,9.0,5.09,3.4,3,61.1,good,0,61.6
85.2,26.8,13.9,8.6,8.79,5.3,2,74.0,good,0,78.7
62.6,28.9,11.2,8.0,6.01,4.8,0,63.1,good,1,63.9
45.0,23.7,16.8,5.3,8.39,1.9,3,56.4,average,1,61.6
86.6,19.9,15.4,7.3,6.52,3.0,1,63.6,good,0,64.8
73.5,22.4,29.3,8.4,7.47,2.7,3,68.3,good,1,68.9
65.5,27.4,21.2,8.4,9.0,2.5,4,66.8,good,1,71.0
94.4,21.4,16.9,6.9,8.82,3.9,0,77.3,good,0,79.2
46.7,10.6,21.6,9.7,9.2,5.9,2,61.4,good,1,70.9
69.6,28.6,12.8,5.8,4.36,2.5,0,57.8,average,1,54.8
40.7,23.8,18.9,7.5,8.15,3.6,4,56.0,average,1,62.7
68.1,23.5,22.5,8.5,4.84,3.7,4,55.0,average,1,56.3
43.4,14.3,19.8,8.5,6.49,7.8,4,52.0,average,1,61.6
47.1,23.2,18.0,8.2,7.29,7.7,4,59.3,average,1,67.8
47.1,17.9,29.9,6.4,6.42,6.6,1,65.2,good,1,67.4
79.0,23.0,27.6,5.8,7.12,2.7,2,70.0,good,0,69.2
84.8,12.1,22.5,8.2,9.98,1.5,4,65.2,good,0,72.2
75.0,23.2,21.4,8.0,4.81,3.2,4,55.2,average,0,56.1
97.7,30.0,22.4,5.9,8.05,2.9,3,76.8,good,0,76.6
62.5,11.0,14.0,8.5,6.38,4.5,2,51.0,average,1,57.8
57.1,29.5,17.9,7.3,4.8,6.4,0,64.3,good,1,63.4
92.1,18.1,10.8,8.3,4.95,7.0,2,59.5,average,0,64.0
53.4,27.4,19.5,9.2,9.7,6.9,2,74.4,good,1,81.1
97.8,25.6,20.9,5.8,9.28,3.5,2,79.8,good,0,81.7
40.7,21.3,14.6,5.1,9.44,5.8,4,58.7,average,1,69.7
98.2,24.8,29.3,8.9,9.95,3.2,4,82.0,excellent,0,84.5
42.6,27.6,28.2,8.0,5.25,1.4,1,58.7,average,1,54.7
93.5,18.1,24.4,8.5,6.13,5.9,0,73.9,good,0,73.4
71.7,16.5,20.7,9.2,8.02,1.1,3,59.1,average,1,62.9
99.6,23.4,27.4,9.0,6.9,3.9,2,76.1,good,0,74.8
44.4,26.2,12.6,9.8,6.51,3.3,0,57.4,average,1,59.0
73.2,25.2,25.8,7.7,6.15,5.9,0,73.9,good,1,72.3
98.2,26.0,12.5,7.4,7.56,6.4,1,75.7,good,0,78.7
71.4,18.7,25.9,7.0,7.45,3.1,3,64.1,good,1,66.8
77.8,26.4,15.5,5.8,4.97,6.7,2,63.2,good,0,65.0
81.7,12.4,27.5,7.9,6.83,3.1,3,62.1,good,0,64.8
67.3,20.9,28.9,6.4,7.32,4.1,1,71.0,good,1,71.0
77.7,10.1,13.0,9.6,7.42,6.1,4,54.8,average,0,65.4
75.1,16.5,19.3,7.9,5.26,5.9,0,62.8,good,0,64.1
94.1,17.3,29.6,8.0,8.45,7.9,2,82.1,excellent,0,86.1
42.7,17.9,19.7,6.8,4.15,2.6,4,40.3,average,1,43.5
56.9,23.9,27.3,5.3,6.13,5.6,1,67.5,good,1,67.5
97.0,17.8,21.8,5.2,8.68,5.3,3,74.0,good,0,79.3
93.4,19.0,17.5,7.1,7.38,7.4,0,76.0,good,0,79.2
67.3,14.8,15.7,5.4,5.57,2.1,2,50.0,average,1,52.8
77.2,17.5,14.1,8.0,8.17,6.3,4,62.1,good,0,71.5
56.6,14.5,25.2,9.4,7.4,5.0,4,57.8,average,1,64.5
51.3,11.5,17.7,9.4,8.78,2.9,0,59.8,average,1,65.6
67.8,22.1,20.2,8.3,8.41,4.3,3,66.2,good,1,71.4
61.2,23.4,19.8,6.1,7.66,3.3,1,65.6,good,1,67.5
75.0,22.4,21.5,9.3,6.93,5.1,3,65.5,good,0,68.9
44.7,19.3,27.3,9.4,4.8,7.2,3,55.8,average,1,59.2
98.5,17.6,29.6,6.0,5.57,5.0,3,69.1,good,0,69.1
99.2,27.3,18.2,8.7,6.51,5.4,0,77.6,good,0,76.2
81.9,20.4,26.6,6.4,7.6,4.6,0,76.4,good,0,76.1
72.2,19.6,25.3,9.0,7.08,1.4,1,65.2,good,1,64.4
58.6,10.5,21.5,10.0,5.73,2.6,3,47.8,average,1,52.2
88.8,16.8,29.1,5.2,4.04,4.4,0,66.6,good,0,62.5
81.1,17.6,14.0,9.5,6.98,3.2,1,61.6,good,0,64.7
49.8,18.0,12.2,8.1,5.71,2.3,1,48.1,average,1,51.2
94.7,21.6,27.1,9.9,8.41,4.5,3,76.9,good,0,79.3
89.4,20.7,18.8,7.3,4.14,3.3,2,57.9,average,0,56.8
97.0,22.2,26.9,9.2,7.51,2.8,3,72.9,good,0,73.1
83.5,25.3,27.9,5.3,9.65,4.2,2,82.1,excellent,0,83.9
76.8,26.3,11.2,6.7,5.05,1.9,1,56.6,average,0,55.6
65.1,24.4,27.7,5.3,6.83,7.5,0,76.5,good,1,76.8
96.0,29.1,19.0,9.9,4.55,7.1,4,66.6,good,0,67.7
92.0,10.4,20.2,9.1,7.75,6.0,1,69.6,good,0,74.9
42.7,13.9,22.5,9.3,7.3,1.7,0,55.9,average,1,58.1
41.6,10.2,28.5,9.7,6.44,6.4,1,58.3,average,1,63.0
62.6,22.9,10.4,5.4,7.13,6.7,3,58.8,average,1,66.7
88.6,28.0,19.5,6.9,9.38,6.4,2,82.0,excellent,0,86.1
99.2,14.9,23.8,5.4,5.18,1.8,1,63.2,good,0,60.8
49.0,28.5,24.5,6.1,4.14,5.5,0,62.5,good,1,59.3
75.6,11.2,23.9,6.1,9.17,6.8,3,69.4,good,0,78.2
62.9,28.7,12.7,7.3,7.46,5.0,4,60.5,good,1,66.6
98.2,17.0,16.0,6.3,9.34,5.5,3,72.7,good,0,80.3
90.5,12.0,17.2,5.5,7.58,4.2,2,63.6,good,0,69.0
90.3,19.7,26.1,5.8,8.86,4.7,3,75.7,good,0,79.6
68.1,15.1,15.6,5.7,6.58,1.2,4,48.2,average,1,53.4
64.9,15.7,14.2,9.9,8.5,5.5,0,66.0,good,1,72.3
56.4,16.1,29.1,8.8,9.48,1.6,1,68.9,good,1,71.3
43.4,26.1,10.2,9.8,7.43,4.0,2,55.3,average,1,61.0
91.9,20.8,30.0,7.2,5.08,3.0,4,63.6,good,0,62.3
88.8,16.2,23.5,6.4,5.61,4.8,2,64.2,good,0,65.4
100.0,22.2,26.6,9.0,5.19,1.9,3,65.4,good,0,62.6
99.8,24.3,15.9,6.6,5.48,5.8,2,68.1,good,0,69.2
73.3,15.5,10.3,6.5,5.84,6.6,4,51.1,average,1,60.0
86.1,18.3,24.8,6.2,7.33,2.1,1,69.3,good,0,68.8
96.7,12.4,26.7,5.6,7.53,1.7,1,69.7,good,0,69.7
91.0,13.6,24.8,6.3,6.56,2.0,2,63.3,good,0,64.0
54.8,23.6,12.9,6.8,7.69,7.1,0,66.9,good,1,72.2
67.0,13.6,25.1,8.4,4.49,4.7,2,54.7,average,1,56.1
47.7,20.5,25.4,5.3,4.53,4.3,3,51.7,average,1,53.0
97.2,24.2,23.2,6.1,5.03,1.7,1,67.2,good,0,62.5
76.4,12.1,25.3,9.0,7.11,5.5,1,67.1,good,0,70.5
53.7,21.3,26.9,5.7,5.28,7.1,1,64.3,good,1,65.2
80.3,15.1,22.3,6.7,5.7,6.8,0,67.5,good,0,69.1
77.1,29.3,11.8,9.3,6.4,5.4,0,69.2,good,0,69.8
61.5,19.7,19.8,5.8,8.87,1.5,4,58.9,average,1,64.8
46.8,26.1,11.6,5.4,4.08,1.8,2,44.2,average,1,44.6
80.3,21.0,18.2,7.4,7.9,1.3,2,64.3,good,0,66.2
71.2,10.9,18.1,6.5,8.01,2.8,3,56.2,average,1,63.2
86.3,22.7,11.3,7.8,8.79,1.9,1,68.2,good,0,71.3
71.2,29.0,17.0,9.0,9.6,2.8,0,76.9,good,1,78.2
91.1,22.0,12.2,5.7,4.12,3.7,3,53.7,average,0,55.0
73.1,26.4,26.2,7.9,4.92,7.6,3,67.2,good,1,68.1
73.7,27.7,29.0,7.5,9.32,5.3,0,86.1,excellent,1,85.9
92.6,14.6,11.4,5.7,6.75,6.8,2,63.1,good,0,69.9
64.2,14.2,29.1,8.1,7.39,6.0,1,69.0,good,1,72.1
48.0,22.2,20.5,6.4,7.98,1.8,2,59.1,average,1,62.1
41.7,18.2,16.0,7.4,8.07,6.2,3,56.3,average,1,65.6
85.3,26.8,11.5,5.4,9.59,2.9,1,74.1,good,0,77.6
77.2,28.0,20.0,7.3,9.98,5.5,4,76.1,good,0,82.7
82.2,17.1,25.9,6.5,8.32,3.4,3,68.8,good,0,72.4
52.8,14.7,24.1,9.1,5.72,8.0,2,59.0,average,1,64.4
48.2,25.6,11.0,5.3,9.28,2.8,2,60.7,good,1,67.2
40.9,15.5,11.5,7.1,4.3,3.0,2,38.6,poor,1,43.0
61.0,26.5,18.1,7.3,5.39,7.5,0,66.8,good,1,67.7
75.4,18.5,15.9,8.6,9.38,1.2,3,62.6,good,0,68.3
63.5,23.4,14.6,7.9,5.54,5.9,1,60.0,average,1,62.6
66.2,11.9,15.6,8.3,5.32,6.1,2,52.2,average,1,58.1
94.2,22.5,26.1,8.9,4.83,6.9,2,71.0,good,0,70.3
60.9,19.0,28.6,9.3,9.15,7.8,0,80.2,excellent,1,84.3
70.8,21.7,18.1,6.6,7.0,7.8,1,69.7,good,1,74.1
87.0,13.4,28.1,7.7,8.05,1.5,3,66.0,good,0,68.2
63.8,24.7,16.4,9.2,5.43,6.8,4,56.7,average,1,61.9
77.3,27.3,19.5,9.9,8.55,5.5,0,79.2,good,0,80.6
91.7,14.3,14.5,9.4,8.56,5.5,3,66.3,good,0,74.5
97.0,11.9,22.8,6.9,5.88,1.9,4,56.5,average,0,59.0
48.8,10.5,29.6,6.0,6.46,5.6,2,58.0,average,1,62.5
95.6,22.8,22.1,7.4,5.26,7.9,2,71.7,good,0,72.9
69.5,22.1,17.2,8.7,9.86,7.4,1,77.1,good,1,84.3
55.5,20.9,23.0,7.5,7.87,4.1,4,60.2,good,1,65.9
67.5,14.6,12.5,7.4,9.61,1.3,2,59.1,average,1,66.4
98.8,17.8,27.8,9.2,5.82,3.5,2,69.1,good,0,67.8
69.6,21.9,20.1,6.8,8.69,6.8,1,74.5,good,1,79.4
59.7,19.9,19.0,9.3,8.6,5.9,3,64.8,good,1,72.4
78.0,29.8,21.7,7.0,8.15,4.2,2,75.2,good,0,76.2
54.4,12.7,22.5,6.6,9.79,1.4,0,65.3,good,1,69.4
44.6,23.9,11.4,7.3,6.36,4.0,0,55.8,average,1,58.6
47.7,18.1,23.7,8.8,4.78,4.3,3,50.0,average,1,52.7
47.7,18.6,14.8,5.6,8.03,7.5,4,56.9,average,1,67.9
49.1,24.4,24.3,6.0,8.38,5.5,1,70.7,good,1,73.9
48.3,23.8,26.5,9.8,7.45,3.2,0,67.8,good,1,67.2
78.5,29.8,26.1,5.9,5.24,4.7,0,73.8,good,0,69.1
50.9,12.6,21.1,7.8,7.03,1.5,3,49.3,average,1,54.3
60.7,12.1,20.4,7.9,5.87,7.8,4,53.5,average,1,62.1
93.8,24.5,12.9,7.4,6.56,3.5,4,61.3,good,0,65.0
68.4,21.6,25.5,8.2,7.87,4.3,3,67.6,good,1,70.9
80.1,15.5,15.4,6.1,8.47,3.5,0,67.8,good,0,71.8
50.3,11.6,19.9,7.8,5.39,5.8,1,52.4,average,1,57.0
51.5,11.7,15.7,6.9,6.43,5.6,0,55.1,average,1,60.7
42.5,27.9,12.7,8.3,5.61,6.0,4,50.6,average,1,56.7
50.1,13.8,22.6,5.7,5.19,2.9,0,53.0,average,1,53.4
56.7,16.5,11.1,7.9,8.7,3.2,1,58.4,average,1,65.3
50.6,14.5,25.0,5.9,9.46,1.9,2,62.4,good,1,67.7
45.3,17.1,16.4,6.4,6.22,5.6,0,56.5,average,1,60.6
47.2,11.4,10.0,6.1,8.51,1.3,3,45.4,average,1,55.1
67.6,20.4,20.2,5.9,9.38,5.2,2,71.2,good,1,77.3
52.4,11.4,10.9,9.1,9.08,7.1,3,56.2,average,1,69.5
61.9,26.0,15.5,6.4,5.1,7.2,3,58.0,average,1,62.1
70.2,14.7,24.1,9.6,9.74,4.1,3,68.5,good,1,75.6
81.4,20.8,11.3,9.8,6.26,4.2,0,63.1,good,0,64.9
42.4,27.6,26.8,7.9,6.04,1.5,4,54.3,average,1,54.6
88.0,23.0,10.1,5.7,4.37,5.7,2,57.5,average,0,59.8
77.7,20.7,14.9,6.9,6.92,6.7,1,67.3,good,0,71.6
44.9,16.5,24.8,9.0,4.65,2.7,4,44.6,average,1,47.4
92.4,16.7,16.3,6.8,5.49,3.9,0,63.7,good,0,63.8
95.3,23.4,12.0,5.4,5.9,6.9,3,64.8,good,0,69.4
43.7,29.9,17.2,7.8,8.85,7.1,1,71.8,good,1,77.2
56.6,23.2,15.4,9.2,9.25,2.7,2,63.8,good,1,69.2
88.4,21.2,26.9,9.0,5.81,4.9,4,65.7,good,0,67.1
84.9,24.6,16.3,5.9,9.15,2.3,4,67.4,good,0,72.5
51.1,19.3,25.8,8.4,9.14,1.7,1,66.6,good,1,69.0
52.6,11.2,27.8,6.1,8.59,7.4,0,70.9,good,1,76.8
62.2,21.2,18.7,6.1,4.88,6.7,2,57.8,average,1,60.8
69.1,29.2,28.2,9.4,8.14,6.3,1,81.1,excellent,1,81.3
77.1,13.5,17.5,6.2,9.67,1.3,3,62.0,good,0,68.9
62.1,23.8,29.3,6.3,8.1,6.9,2,75.4,good,1,78.5
67.8,14.0,11.8,5.0,5.99,4.1,4,47.1,average,1,54.8
84.8,20.7,23.7,9.4,7.0,3.4,1,70.4,good,0,70.1
42.2,11.9,19.9,9.0,7.87,4.8,4,50.7,average,1,60.5
55.1,19.0,17.8,8.1,7.06,1.6,4,50.4,average,1,55.5
82.8,25.1,22.7,8.8,4.72,6.3,4,62.6,good,0,64.2
93.7,17.0,24.1,5.8,5.87,5.1,0,71.4,good,0,70.5
70.7,23.3,10.1,7.3,8.81,2.3,4,58.5,average,1,65.8
71.9,25.9,13.3,6.8,9.17,2.3,3,65.2,good,1,70.4
46.4,28.5,24.3,5.5,4.82,2.3,3,53.7,average,1,52.5
66.8,14.7,23.3,7.4,9.71,1.4,2,65.7,good,1,70.5
72.0,18.0,29.3,9.6,5.97,5.1,4,61.9,good,1,64.6
54.5,13.0,25.2,5.2,7.97,6.9,4,60.4,good,1,69.5
56.2,29.8,29.0,6.5,8.51,1.1,1,73.3,good,1,70.9
62.6,28.5,24.1,6.0,8.87,1.3,0,74.6,good,1,73.0
41.2,20.8,16.0,6.2,9.67,5.0,2,63.0,good,1,71.6
59.3,26.8,12.1,9.5,5.88,6.7,4,55.5,average,1,61.9
52.7,20.4,25.6,7.3,9.15,3.3,1,69.6,good,1,72.7
59.6,22.5,22.9,7.3,4.79,3.4,0,60.0,average,1,57.6
47.2,11.8,11.0,8.8,8.23,5.2,2,52.3,average,1,62.7
93.4,25.1,17.2,5.8,8.45,2.9,2,73.0,good,0,75.0
75.6,12.6,29.1,7.4,8.07,1.2,4,60.9,good,0,64.6
80.7,26.5,20.0,7.1,5.51,6.1,2,67.5,good,0,68.1
87.4,25.6,18.7,8.0,9.24,5.4,1,80.2,excellent,0,83.3
69.9,24.2,19.2,10.0,5.01,5.1,2,60.2,good,1,61.0
45.2,10.7,14.2,8.8,4.32,6.2,3,40.5,average,1,48.2
72.2,16.1,17.4,7.0,8.3,5.7,1,67.6,good,1,73.5
75.2,15.3,17.4,9.1,6.85,2.4,0,61.4,good,0,62.8
84.7,17.2,11.0,5.9,9.09,3.5,0,69.3,good,0,74.3
65.9,11.8,25.4,5.2,6.3,1.9,4,51.4,average,1,55.3
47.7,28.7,18.3,6.0,5.01,1.9,4,48.7,average,1,49.8
57.0,21.1,26.4,6.7,9.02,5.7,3,70.1,good,1,76.0
61.8,16.1,27.0,7.6,7.29,7.0,0,71.2,good,1,74.0
78.8,17.9,14.2,8.1,5.14,7.7,0,63.5,good,0,66.5
74.2,18.9,23.1,9.6,8.32,5.4,0,74.8,good,1,77.2
61.4,22.0,19.4,7.5,7.07,2.3,0,63.6,good,1,63.7
99.2,20.3,27.6,7.5,7.63,1.7,2,73.8,good,0,72.5
76.3,28.4,14.3,5.3,6.77,6.7,1,70.7,good,0,73.1
54.2,19.9,23.6,5.2,8.97,5.1,1,70.2,good,1,74.8
46.1,29.8,22.2,7.8,8.98,5.3,3,69.4,good,1,74.4
49.2,27.0,15.9,7.2,8.26,6.5,2,66.2,good,1,72.4
54.8,14.2,12.7,9.2,4.63,5.9,0,50.7,average,1,54.5
49.6,28.6,23.0,5.8,9.03,6.8,0,78.1,good,1,81.0
51.2,12.3,24.8,5.1,8.03,1.4,4,52.3,average,1,58.4
57.1,26.3,16.3,7.2,8.18,6.2,4,63.4,good,1,71.0
50.4,17.6,22.9,6.2,6.18,7.0,3,57.5,average,1,63.4
93.8,27.6,17.9,5.2,9.28,3.0,0,81.6,excellent,0,81.7
44.8,27.4,24.3,8.6,8.35,5.5,3,67.3,good,1,71.9
71.5,26.1,14.0,5.6,4.68,3.2,2,55.3,average,1,55.4
64.6,25.8,27.8,8.0,6.45,7.7,1,74.4,good,1,75.0
98.9,16.1,15.7,6.4,9.32,1.2,0,72.7,good,0,74.9
46.7,11.6,17.4,5.9,4.28,5.1,2,43.8,average,1,48.7
63.9,18.1,11.2,6.9,9.77,2.2,0,65.1,good,1,70.8
98.2,13.5,12.2,9.0,8.07,6.0,4,63.3,good,0,72.7
91.9,23.9,20.3,7.0,7.79,2.2,3,68.9,good,0,70.4
89.0,16.9,15.4,8.8,5.62,2.6,4,53.2,average,0,56.9
55.5,29.5,26.7,5.6,5.49,4.5,1,66.8,good,1,64.2
50.3,22.8,10.3,8.9,9.65,7.4,4,62.1,good,1,74.6
80.1,26.4,17.6,6.2,5.79,2.5,0,66.2,good,0,63.5
95.8,12.7,16.7,8.4,8.65,2.0,4,61.6,good,0,68.3
73.4,27.2,10.4,7.8,6.36,6.3,0,67.2,good,1,69.5
74.3,28.5,12.5,9.6,4.84,4.5,1,60.6,good,1,60.3
56.8,19.7,18.3,6.9,4.06,7.4,4,49.8,average,1,55.1
86.2,22.1,19.9,5.3,7.27,2.0,3,64.4,good,0,66.1
51.2,25.3,18.1,5.1,9.85,5.5,3,68.5,good,1,76.4
59.4,13.5,20.6,9.1,6.21,2.6,3,50.6,average,1,55.0
65.5,20.1,21.9,7.6,6.14,2.1,4,53.9,average,1,56.6
70.5,18.0,10.2,8.9,6.06,5.8,4,51.5,average,1,59.6
54.5,12.9,19.3,6.2,7.12,5.2,4,52.3,average,1,60.9
46.9,17.4,29.3,6.7,6.64,6.3,0,66.8,good,1,68.3
76.6,11.4,20.4,5.2,9.28,3.2,1,67.5,good,0,73.0
57.3,10.5,23.6,9.8,7.03,4.1,3,54.4,average,1,60.6
74.9,12.7,16.2,8.3,7.05,3.8,0,61.5,good,1,64.9
49.3,29.3,25.5,9.7,4.83,7.9,3,62.7,good,1,64.3
68.9,21.0,25.5,6.3,9.9,3.0,0,77.8,good,1,79.5
72.0,29.3,20.4,8.1,5.5,3.1,4,59.4,average,1,59.8
43.1,18.6,29.5,8.4,4.44,3.5,3,50.5,average,1,51.0
60.2,16.2,12.5,6.6,7.98,5.0,4,54.0,average,1,63.9
48.1,20.1,10.3,9.2,7.57,2.8,3,50.0,average,1,57.3
43.8,18.8,25.4,9.7,6.49,7.4,2,61.5,good,1,66.3
99.4,12.1,26.1,9.4,6.53,2.9,0,70.3,good,0,69.2
59.3,22.8,12.4,8.7,8.71,7.3,2,66.6,good,1,75.1
88.6,14.3,15.3,6.4,5.17,1.7,0,57.1,average,0,56.5
55.3,22.4,10.4,6.4,8.92,5.6,1,64.7,good,1,72.2
80.9,23.0,15.9,9.8,7.89,7.3,3,69.7,good,0,76.4
85.6,13.0,25.5,5.1,6.51,2.2,1,64.1,good,0,64.1
75.7,11.2,20.4,8.6,6.75,7.8,1,65.4,good,0,71.3
68.3,25.6,17.0,8.5,5.54,4.2,0,63.8,good,1,62.9
64.7,19.2,17.4,8.1,8.51,7.6,2,68.6,good,1,76.4
60.9,11.2,10.0,10.0,7.08,5.7,4,48.0,average,1,59.3
95.8,29.9,16.0,6.6,5.93,3.1,0,72.4,good,0,69.0
89.8,11.2,22.9,6.7,7.58,2.3,4,60.0,average,0,65.0
97.9,23.9,29.5,5.4,9.97,3.1,1,87.4,excellent,0,87.1
47.5,29.7,26.9,7.2,6.61,1.7,4,58.8,average,1,59.0
83.9,14.8,10.5,6.3,9.52,2.0,2,62.8,good,0,70.0
96.3,12.8,28.0,6.7,6.07,1.7,0,68.2,good,0,65.3
50.9,12.4,25.7,9.2,4.33,4.0,2,48.9,average,1,50.7
44.0,16.1,25.6,9.7,5.23,6.6,2,55.3,average,1,59.0
84.5,12.0,19.2,5.9,6.51,2.0,0,61.4,good,0,62.1
74.5,23.8,18.0,6.9,5.32,1.9,2,57.3,average,1,56.7
90.5,11.2,16.1,9.6,4.0,5.5,3,51.4,average,0,55.5
48.4,20.2,11.3,5.3,9.49,2.4,3,55.9,average,1,64.6
87.7,29.9,14.6,5.5,9.06,1.7,3,71.2,good,0,73.8
